"Connection
Origin",,"Connection
Termination",,"Data
Type",Binned Strength
one,SSs,one,FC,antero,0
one,SSs,two,FC,,0
one,SSs,one,DG,antero,0
one,SSs,two,DG,retro,0
one,SSs,one,CA3,antero,0
one,SSs,two,CA3,retro,0
one,SSs,one,CA2,antero,0
one,SSs,two,CA2,retro,0
one,SSs,one,CA1v,antero,0
one,SSs,two,CA1v,retro,0
one,SSs,one,CA1d,antero,0
one,SSs,two,CA1d,retro,0
one,SSs,one,SUBv,antero,0
one,SSs,two,SUBv,retro,0
one,SSs,one,SUBd,antero,0
one,SSs,two,SUBd,,0
one,SSs,one,PAR,antero,0
one,SSs,two,PAR,retro,0
one,SSs,one,PRE,antero,0
one,SSs,two,PRE,retro,0
one,SSs,one,POST,antero,0
one,SSs,two,POST,retro,0
one,SSs,one,ENTm,retro,1
one,SSs,two,ENTm,retro,0
one,SSs,one,ENTl,antero,1
one,SSs,two,ENTl,retro,0
one,SSs,one,ILA,retro,0
one,SSs,two,ILA,retro,0
one,SSs,one,PL,retro,0
one,SSs,two,PL,retro,0
one,SSs,one,ACAv,antero,0
left,SSs,right,ACAv,retro,0
one,SSs,one,ACAd,antero,4
one,SSs,two,ACAd,retro,0
one,SSs,one,RSPv,retro,0
one,SSs,two,RSPv,retro,0
one,SSs,one,RSPv.a,retro,0
one,SSs,two,RSPv.a,retro,0
one,SSs,one,RSPv.b/c,retro,0
one,SSs,two,RSPv.b/c,retro,0
one,SSs,one,RSPd,retro,0
one,SSs,two,RSPd,retro,0
one,SSs,one,RSPagl,retro,0
one,SSs,two,RSPagl,retro,0
one,SSs,one,AIv,antero,3
one,SSs,two,AIv,,0
one,SSs,one,AId,antero,4
one,SSs,two,AId,,0
one,SSs,one,AIp,antero,6
one,SSs,two,AIp,,0
one,SSs,one,GU,antero,4
one,SSs,two,GU,,0
one,SSs,one,VISC,antero,7
one,SSs,two,VISC,,0
one,SSs,one,ORBv,retro,4
one,SSs,two,ORBv,retro,0
one,SSs,one,ORBvl,retro,4
one,SSs,two,ORBvl,retro,0
one,SSs,one,ORBm,antero,1
one,SSs,two,ORBm,retro,0
one,SSs,one,ORBl,retro,4
one,SSs,two,ORBl,retro,0
one,SSs,one,MOp,antero,6
left,SSs,right,MOp,retro,0
one,SSs,one,MOs,antero,4
one,SSs,two,MOs,retro,0
one,SSs,one,SSp,antero,6
one,SSs,two,SSp,retro,0
one,SSs,one,SSs,,0
one,SSs,two,SSs,retro,6
one,SSs,one,PTLp,retro,5
one,SSs,two,PTLp,retro,3
one,SSs,one,PERI,antero,5
one,SSs,two,PERI,retro,0
one,SSs,one,ECT,antero,4
one,SSs,two,ECT,retro,0
one,SSs,one,TEa,antero,7
one,SSs,two,TEa,retro,0
one,SSs,one,AUDv,antero,4
one,SSs,two,AUDv,,0
right,SSs,right,AUDp,retro,4
one,SSs,two,AUDp,,0
one,SSs,one,AUDd,antero,4
one,SSs,two,AUDd,,0
right,SSs,right,AUDpo,retro,3
one,SSs,two,AUDpo,,0
right,SSs,right,VISrl,retro,5
one,SSs,two,VISrl,,0
one,SSs,one,VISal,antero,4
one,SSs,two,VISal,,0
one,SSs,one,VISlla,antero,0
one,SSs,two,VISlla,retro,0
one,SSs,one,VISll,antero,0
one,SSs,two,VISll,,0
one,SSs,one,VISli,antero,0
one,SSs,two,VISli,retro,0
one,SSs,one,VISlm,antero,0
one,SSs,two,VISlm,,0
one,SSs,one,VISpl,antero,0
one,SSs,two,VISpl,,0
right,SSs,right,VISp,retro,4
one,SSs,two,VISp,,0
one,SSs,one,VISam,retro,3
one,SSs,two,VISam,retro,0
one,SSs,one,VISpm,antero,0
one,SSs,two,VISpm,retro,0
one,SSs,one,NLOT3,antero,0
one,SSs,two,NLOT3,,0
one,SSs,one,BMAa,antero,0
one,SSs,two,BMAa,retro,0
one,SSs,one,BMAp,antero,0
one,SSs,two,BMAp,retro,0
one,SSs,one,BLAa,antero,3
one,SSs,two,BLAa,retro,0
one,SSs,one,BLAp,antero,0
one,SSs,two,BLAp,antero,0
one,SSs,one,LA,antero,3
one,SSs,two,LA,retro,0
one,SSs,one,PA,retro,0
one,SSs,two,PA,retro,0
one,SSs,one,EPv,antero,0
one,SSs,two,EPv,retro,0
one,SSs,one,EPd,antero,1
one,SSs,two,EPd,retro,0
one,SSs,one,CLA,retro,4
one,SSs,two,CLA,retro,0
one,SSs,one,6b,antero,4
one,SSs,two,6b,,0
one,PTLp,one,MOB,retro,0
one,PTLp,two,MOB,retro,0
one,PTLp,one,AOB,retro,0
one,PTLp,two,AOB,retro,0
one,PTLp,one,AOA,antero,0
one,PTLp,two,AOA,,0
one,PTLp,one,TTv,antero,0
one,PTLp,two,TTv,,0
one,PTLp,one,TTd,antero,0
one,PTLp,two,TTd,,0
one,PTLp,one,PIR,antero,0
one,PTLp,two,PIR,,0
one,PTLp,one,COAa,antero,0
one,PTLp,two,COAa,retro,0
one,PTLp,one,COApm,antero,0
one,PTLp,two,COApm,retro,0
one,PTLp,one,COApl,antero,0
one,PTLp,two,COApl,retro,0
one,PTLp,one,NLOT,antero,0
one,PTLp,two,NLOT,,0
one,PTLp,one,PAA,antero,0
one,PTLp,two,PAA,,0
left,PTLp,left,TR,retro,0
left,PTLp,right,TR,retro,0
one,PTLp,one,IG,antero,0
one,PTLp,two,IG,,0
one,PTLp,one,FC,antero,0
one,PTLp,two,FC,,0
one,PTLp,one,DG,antero,0
one,PTLp,two,DG,retro,0
one,PTLp,one,CA3,antero,0
one,PTLp,two,CA3,retro,0
one,PTLp,one,CA2,antero,0
one,PTLp,two,CA2,retro,0
one,PTLp,one,CA1v,antero,0
one,PTLp,two,CA1v,retro,0
one,PTLp,one,CA1d,antero,0
one,PTLp,two,CA1d,retro,0
one,PTLp,one,SUBv,antero,0
one,PTLp,two,SUBv,retro,0
one,PTLp,one,SUBd,antero,0
one,PTLp,two,SUBd,,0
one,PTLp,one,PAR,retro,0
one,PTLp,two,PAR,retro,0
one,PTLp,one,PRE,retro,0
one,PTLp,two,PRE,retro,0
one,PTLp,one,POST,retro,0
one,PTLp,two,POST,retro,0
one,PTLp,one,ENTm,retro,1
one,PTLp,two,ENTm,retro,0
one,PTLp,one,ENTl,retro,1
one,PTLp,two,ENTl,retro,0
one,PTLp,one,ILA,retro,0
one,PTLp,two,ILA,retro,0
one,PTLp,one,PL,retro,0
one,PTLp,two,PL,retro,0
one,PTLp,one,ACAv,retro,0
left,PTLp,right,ACAv,retro,0
one,PTLp,one,ACAd,retro,3
one,PTLp,two,ACAd,retro,0
one,PTLp,one,RSPv,retro,0
one,PTLp,two,RSPv,retro,0
one,PTLp,one,RSPv.a,retro,0
one,PTLp,two,RSPv.a,retro,0
one,PTLp,one,RSPv.b/c,antero,2
one,PTLp,two,RSPv.b/c,,0
one,PTLp,one,RSPd,antero,4
one,PTLp,two,RSPd,retro,0
one,PTLp,one,RSPagl,retro,0
one,PTLp,two,RSPagl,retro,0
one,PTLp,one,AIv,retro,0
one,PTLp,two,AIv,retro,0
one,PTLp,one,AId,retro,0
one,PTLp,two,AId,retro,0
one,PTLp,one,AIp,antero,0
one,PTLp,two,AIp,retro,0
one,PTLp,one,GU,antero,0
one,PTLp,two,GU,retro,0
one,PTLp,one,VISC,antero,0
one,PTLp,two,VISC,retro,0
one,PTLp,one,ORBv,retro,4
one,PTLp,two,ORBv,retro,2
one,PTLp,one,ORBvl,retro,4
one,PTLp,two,ORBvl,retro,0
one,PTLp,one,ORBm,retro,4
one,PTLp,two,ORBm,retro,0
one,PTLp,one,ORBl,retro,0
one,PTLp,two,ORBl,retro,0
one,PTLp,one,MOp,antero,4
left,PTLp,right,MOp,retro,0
one,PTLp,one,MOs,antero,5
one,PTLp,two,MOs,retro,0
one,PTLp,one,SSp,retro,6
one,PTLp,two,SSp,retro,0
one,PTLp,one,SSs,retro,3
one,PTLp,two,SSs,,0
one,PTLp,one,PTLp,,0
one,PTLp,two,PTLp,retro,4
one,PTLp,one,PERI,retro,4
one,PTLp,two,PERI,retro,0
one,PTLp,one,ECT,retro,6
one,PTLp,two,ECT,retro,0
one,PTLp,one,TEa,antero,1
one,PTLp,two,TEa,,0
right,PTLp,right,AUDv,retro,4
one,PTLp,two,AUDv,,0
right,PTLp,right,AUDp,retro,2
one,PTLp,two,AUDp,,0
right,PTLp,right,AUDd,retro,3
one,PTLp,two,AUDd,,0
one,PTLp,one,AUDpo,antero,0
one,PTLp,two,AUDpo,,0
one,PTLp,one,VISrl,antero,0
one,PTLp,two,VISrl,,0
one,PTLp,one,VISal,retro,4
one,PTLp,two,VISal,,0
one,PTLp,one,VISlla,antero,0
one,PTLp,two,VISlla,retro,0
one,PTLp,one,VISll,antero,0
one,PTLp,two,VISll,,0
one,PTLp,one,VISli,antero,0
one,PTLp,two,VISli,retro,0
one,PTLp,one,VISlm,antero,0
one,PTLp,two,VISlm,,0
one,PTLp,one,VISpl,antero,0
one,PTLp,two,VISpl,,0
one,PTLp,one,VISp,retro,4
one,PTLp,two,VISp,retro,0
one,PTLp,one,VISam,retro,4
one,PTLp,two,VISam,retro,3
one,PTLp,one,VISpm,retro,0
one,PTLp,two,VISpm,retro,0
one,PTLp,one,NLOT3,antero,0
one,PTLp,two,NLOT3,,0
one,PTLp,one,BMAa,antero,0
one,PTLp,two,BMAa,retro,0
one,PTLp,one,BMAp,antero,0
one,PTLp,two,BMAp,retro,0
one,PTLp,one,BLAa,antero,0
one,PTLp,two,BLAa,retro,0
one,PTLp,one,BLAp,antero,0
one,PTLp,two,BLAp,retro,0
one,PTLp,one,LA,antero,0
one,PTLp,two,LA,retro,0
one,PTLp,one,PA,retro,0
one,PTLp,two,PA,retro,0
one,PTLp,one,EPv,antero,0
one,PTLp,two,EPv,retro,0
one,PTLp,one,EPd,antero,0
one,PTLp,two,EPd,retro,0
one,PTLp,one,CLA,retro,4
one,PTLp,two,CLA,retro,4
one,PTLp,one,6b,antero,0
one,PTLp,two,6b,,0
one,PERI,one,MOB,antero,2
one,PERI,two,MOB,,0
one,PERI,one,AOB,retro,0
one,PERI,two,AOB,retro,0
one,PERI,one,AOA,antero,2
one,PERI,two,AOA,antero,1
one,PERI,one,TTv,antero,2
one,PERI,two,TTv,antero,1
one,PERI,one,TTd,antero,2
one,PERI,two,TTd,antero,1
one,PERI,one,PIR,antero,3
one,PERI,two,PIR,antero,2
one,PERI,one,COAa,antero,0
one,PERI,two,COAa,antero,0
one,PERI,one,COApm,antero,0
one,PERI,two,COApm,antero,0
one,PERI,one,COApl,antero,0
one,PERI,two,COApl,antero,0
one,PERI,one,NLOT,antero,0
one,PERI,two,NLOT,antero,0
one,PERI,one,PAA,antero,0
one,PERI,two,PAA,antero,0
left,PERI,left,TR,retro,5
one,PERI,two,TR,antero,4
one,PERI,one,IG,antero,0
one,PERI,two,IG,antero,0
one,PERI,one,FC,antero,0
one,PERI,two,FC,antero,0
one,PERI,one,DG,antero,0
one,PERI,two,DG,antero,0
one,PERI,one,CA3,antero,0
one,PERI,two,CA3,antero,0
one,PERI,one,CA2,antero,0
one,PERI,two,CA2,antero,0
one,PERI,one,CA1v,antero,1
one,PERI,two,CA1v,antero,0
one,PERI,one,CA1d,antero,4
one,PERI,two,CA1d,antero,0
one,PERI,one,SUBv,antero,1
one,PERI,two,SUBv,antero,0
one,PERI,one,SUBd,antero,4
one,PERI,two,SUBd,antero,0
one,PERI,one,PAR,antero,1
one,PERI,two,PAR,retro,0
one,PERI,one,PRE,antero,0
one,PERI,two,PRE,antero,0
one,PERI,one,POST,retro,3
one,PERI,two,POST,retro,2
one,PERI,one,ENTm,antero,2
one,PERI,two,ENTm,antero,0
one,PERI,one,ENTl,antero,6
one,PERI,two,ENTl,antero,4
one,PERI,one,ILA,antero,4
one,PERI,two,ILA,retro,2
one,PERI,one,PL,antero,4
one,PERI,two,PL,retro,2
one,PERI,one,ACAv,antero,1
one,PERI,two,ACAv,,0
one,PERI,one,ACAd,retro,4
one,PERI,two,ACAd,retro,2
one,PERI,one,RSPv,antero,1
one,PERI,two,RSPv,,0
one,PERI,one,RSPv.a,antero,1
one,PERI,two,RSPv.a,antero,1
one,PERI,one,RSPv.b/c,antero,0
one,PERI,two,RSPv.b/c,antero,0
one,PERI,one,RSPd,antero,1
one,PERI,two,RSPd,,0
one,PERI,one,RSPagl,retro,3
one,PERI,two,RSPagl,retro,0
one,PERI,one,AIv,antero,7
one,PERI,two,AIv,antero,4
one,PERI,one,AId,antero,6
one,PERI,two,AId,antero,4
one,PERI,one,AIp,antero,7
one,PERI,two,AIp,antero,4
one,PERI,one,GU,antero,6
one,PERI,two,GU,antero,3
one,PERI,one,VISC,antero,6
one,PERI,two,VISC,antero,4
one,PERI,one,ORBv,antero,2
one,PERI,two,ORBv,retro,0
one,PERI,one,ORBvl,antero,2
one,PERI,two,ORBvl,retro,0
one,PERI,one,ORBm,antero,2
one,PERI,two,ORBm,antero,0
one,PERI,one,ORBl,antero,4
one,PERI,two,ORBl,antero,1
one,PERI,one,MOp,antero,6
one,PERI,two,MOp,antero,2
one,PERI,one,MOs,antero,6
one,PERI,two,MOs,retro,3
one,PERI,one,SSp,antero,6
one,PERI,two,SSp,antero,3
one,PERI,one,SSs,antero,6
one,PERI,two,SSs,antero,4
one,PERI,one,PTLp,retro,4
one,PERI,two,PTLp,retro,2
one,PERI,one,PERI,,0
one,PERI,two,PERI,antero,6
one,PERI,one,ECT,antero,7
one,PERI,two,ECT,antero,4
one,PERI,one,TEa,antero,4
one,PERI,two,TEa,antero,2
one,PERI,one,AUDv,antero,4
one,PERI,two,AUDv,antero,1
one,PERI,one,AUDp,antero,4
one,PERI,two,AUDp,antero,1
one,PERI,one,AUDd,antero,2
one,PERI,two,AUDd,antero,1
right,PERI,right,AUDpo,retro,2
one,PERI,two,AUDpo,,0
right,PERI,right,VISrl,retro,0
one,PERI,two,VISrl,,0
one,PERI,one,VISal,antero,2
one,PERI,two,VISal,antero,0
one,PERI,one,VISlla,antero,2
one,PERI,two,VISlla,antero,0
one,PERI,one,VISll,,0
one,PERI,two,VISll,,0
one,PERI,one,VISli,antero,2
one,PERI,two,VISli,antero,0
one,PERI,one,VISlm,antero,2
one,PERI,two,VISlm,antero,0
one,PERI,one,VISpl,antero,2
one,PERI,two,VISpl,antero,0
one,PERI,one,VISp,antero,3
one,PERI,two,VISp,antero,0
one,PERI,one,VISam,antero,1
one,PERI,two,VISam,antero,0
one,PERI,one,VISpm,antero,0
one,PERI,two,VISpm,antero,0
one,PERI,one,NLOT3,antero,0
one,PERI,two,NLOT3,antero,0
one,PERI,one,BMAa,antero,4
one,PERI,two,BMAa,antero,0
one,PERI,one,BMAp,antero,0
one,PERI,two,BMAp,antero,0
one,PERI,one,BLAa,antero,4
one,PERI,two,BLAa,antero,4
one,PERI,one,BLAp,antero,6
one,PERI,two,BLAp,antero,0
one,PERI,one,LA,antero,5
one,PERI,two,LA,antero,0
one,PERI,one,PA,retro,0
one,PERI,two,PA,retro,0
one,PERI,one,EPv,antero,2
one,PERI,two,EPv,antero,2
one,PERI,one,EPd,antero,0
one,PERI,two,EPd,antero,0
one,PERI,one,CLA,retro,5
one,PERI,two,CLA,retro,3
one,PERI,one,6b,antero,2
one,PERI,two,6b,antero,2
one,ECT,one,MOB,retro,0
one,ECT,two,MOB,retro,0
one,ECT,one,AOB,retro,0
one,ECT,two,AOB,retro,0
one,ECT,one,AOA,antero,0
one,ECT,two,AOA,,0
one,ECT,one,TTv,antero,1
one,ECT,two,TTv,,0
one,ECT,one,TTd,antero,1
one,ECT,two,TTd,,0
one,ECT,one,PIR,antero,2
one,ECT,two,PIR,,0
one,ECT,one,COAa,antero,0
one,ECT,two,COAa,retro,0
one,ECT,one,COApm,antero,0
one,ECT,two,COApm,retro,0
one,ECT,one,COApl,antero,1
one,ECT,two,COApl,retro,0
one,ECT,one,NLOT,antero,0
one,ECT,two,NLOT,,0
one,ECT,one,PAA,antero,0
one,ECT,two,PAA,,0
left,ECT,left,TR,retro,2
left,ECT,right,TR,retro,0
one,ECT,one,IG,antero,0
one,ECT,two,IG,,0
one,ECT,one,FC,antero,0
one,ECT,two,FC,,0
one,ECT,one,DG,antero,0
one,ECT,two,DG,retro,0
one,ECT,one,CA3,antero,0
one,ECT,two,CA3,retro,0
one,ECT,one,CA2,antero,0
one,ECT,two,CA2,retro,0
one,ECT,one,CA1v,antero,1
one,ECT,two,CA1v,retro,0
one,ECT,one,CA1d,antero,1
one,ECT,two,CA1d,retro,0
one,ECT,one,SUBv,antero,3
one,ECT,two,SUBv,retro,0
one,ECT,one,SUBd,antero,3
one,ECT,two,SUBd,,0
one,ECT,one,PAR,antero,6
one,ECT,two,PAR,retro,0
one,ECT,one,PRE,antero,2
one,ECT,two,PRE,,0
one,ECT,one,POST,antero,7
one,ECT,two,POST,retro,5
one,ECT,one,ENTm,antero,2
one,ECT,two,ENTm,retro,0
one,ECT,one,ENTl,antero,3
one,ECT,two,ENTl,retro,0
one,ECT,one,ILA,antero,6
one,ECT,two,ILA,retro,0
one,ECT,one,PL,antero,6
one,ECT,two,PL,retro,0
one,ECT,one,ACAv,retro,0
left,ECT,right,ACAv,retro,0
one,ECT,one,ACAd,retro,5
one,ECT,two,ACAd,retro,1
one,ECT,one,RSPv,retro,0
one,ECT,two,RSPv,retro,0
one,ECT,one,RSPv.a,retro,0
one,ECT,two,RSPv.a,retro,0
one,ECT,one,RSPv.b/c,retro,0
one,ECT,two,RSPv.b/c,retro,0
one,ECT,one,RSPd,retro,0
one,ECT,two,RSPd,retro,0
one,ECT,one,RSPagl,retro,2
one,ECT,two,RSPagl,retro,0
one,ECT,one,AIv,antero,5
one,ECT,two,AIv,retro,0
one,ECT,one,AId,antero,5
one,ECT,two,AId,retro,0
one,ECT,one,AIp,antero,6
one,ECT,two,AIp,retro,0
one,ECT,one,GU,antero,5
one,ECT,two,GU,retro,0
one,ECT,one,VISC,antero,5
one,ECT,two,VISC,retro,0
one,ECT,one,ORBv,retro,4
one,ECT,two,ORBv,retro,0
one,ECT,one,ORBvl,antero,5
one,ECT,two,ORBvl,retro,0
one,ECT,one,ORBm,antero,5
one,ECT,two,ORBm,retro,0
one,ECT,one,ORBl,antero,5
one,ECT,two,ORBl,retro,0
one,ECT,one,MOp,antero,1
left,ECT,right,MOp,retro,0
one,ECT,one,MOs,retro,5
one,ECT,two,MOs,retro,2
one,ECT,one,SSp,antero,2
one,ECT,two,SSp,retro,0
one,ECT,one,SSs,antero,5
one,ECT,two,SSs,retro,0
one,ECT,one,PTLp,antero,6
one,ECT,two,PTLp,retro,1
one,ECT,one,PERI,antero,4
one,ECT,two,PERI,,0
one,ECT,one,ECT,,0
one,ECT,two,ECT,retro,6
one,ECT,one,TEa,antero,7
one,ECT,two,TEa,retro,6
one,ECT,one,AUDv,antero,7
one,ECT,two,AUDv,,0
one,ECT,one,AUDp,antero,6
one,ECT,two,AUDp,,0
one,ECT,one,AUDd,antero,6
one,ECT,two,AUDd,,0
one,ECT,one,AUDpo,antero,6
one,ECT,two,AUDpo,,0
one,ECT,one,VISrl,antero,4
one,ECT,two,VISrl,,0
one,ECT,one,VISal,antero,4
one,ECT,two,VISal,retro,0
one,ECT,one,VISlla,antero,4
one,ECT,two,VISlla,retro,0
one,ECT,one,VISll,antero,5
one,ECT,two,VISll,,0
one,ECT,one,VISli,antero,4
one,ECT,two,VISli,retro,0
one,ECT,one,VISlm,antero,3
one,ECT,two,VISlm,retro,0
one,ECT,one,VISpl,antero,5
one,ECT,two,VISpl,,0
one,ECT,one,VISp,antero,7
one,ECT,two,VISp,retro,0
one,ECT,one,VISam,antero,4
one,ECT,two,VISam,retro,0
one,ECT,one,VISpm,antero,4
one,ECT,two,VISpm,retro,0
one,ECT,one,NLOT3,antero,0
one,ECT,two,NLOT3,,0
one,ECT,one,BMAa,antero,0
one,ECT,two,BMAa,retro,0
one,ECT,one,BMAp,antero,1
one,ECT,two,BMAp,retro,0
one,ECT,one,BLAa,antero,7
one,ECT,two,BLAa,retro,0
one,ECT,one,BLAp,antero,4
one,ECT,two,BLAp,retro,0
one,ECT,one,LA,antero,7
one,ECT,two,LA,antero,1
one,ECT,one,PA,retro,0
one,ECT,two,PA,retro,0
one,ECT,one,EPv,antero,2
one,ECT,two,EPv,retro,0
one,ECT,one,EPd,antero,4
one,ECT,two,EPd,retro,0
one,ECT,one,CLA,retro,5
one,ECT,two,CLA,retro,3
one,ECT,one,6b,antero,6
one,ECT,two,6b,,0
one,TEa,one,MOB,antero,0
one,TEa,two,MOB,antero,0
one,TEa,one,AOB,retro,0
one,TEa,two,AOB,retro,0
one,TEa,one,AOA,antero,0
one,TEa,two,AOA,antero,0
one,TEa,one,TTv,antero,0
one,TEa,two,TTv,antero,0
one,TEa,one,TTd,antero,0
one,TEa,two,TTd,antero,0
one,TEa,one,PIR,antero,0
one,TEa,two,PIR,antero,0
one,TEa,one,COAa,antero,0
one,TEa,two,COAa,antero,0
one,TEa,one,COApm,antero,1
one,TEa,two,COApm,antero,0
one,TEa,one,COApl,antero,0
one,TEa,two,COApl,antero,0
one,TEa,one,NLOT,antero,0
one,TEa,two,NLOT,antero,0
one,TEa,one,PAA,antero,0
one,TEa,two,PAA,antero,0
left,TEa,left,TR,retro,0
left,TEa,right,TR,retro,0
one,TEa,one,IG,antero,0
one,TEa,two,IG,antero,0
one,TEa,one,FC,antero,0
one,TEa,two,FC,antero,0
one,TEa,one,DG,antero,0
one,TEa,two,DG,antero,0
one,TEa,one,CA3,antero,0
one,TEa,two,CA3,antero,0
one,TEa,one,CA2,antero,0
one,TEa,two,CA2,antero,0
one,TEa,one,CA1v,antero,0
one,TEa,two,CA1v,antero,0
one,TEa,one,CA1d,antero,0
one,TEa,two,CA1d,antero,0
one,TEa,one,SUBv,antero,0
one,TEa,two,SUBv,antero,0
one,TEa,one,SUBd,antero,0
one,TEa,two,SUBd,antero,0
one,TEa,one,PAR,antero,1
one,TEa,two,PAR,antero,0
one,TEa,one,PRE,antero,1
one,TEa,two,PRE,antero,0
one,TEa,one,POST,antero,0
one,TEa,two,POST,antero,0
one,TEa,one,ENTm,antero,2
one,TEa,two,ENTm,,0
one,TEa,one,ENTl,antero,3
one,TEa,two,ENTl,,0
one,TEa,one,ILA,retro,3
one,TEa,two,ILA,retro,0
one,TEa,one,PL,retro,3
one,TEa,two,PL,retro,0
one,TEa,one,ACAv,retro,0
left,TEa,right,ACAv,retro,0
one,TEa,one,ACAd,retro,3
one,TEa,two,ACAd,retro,0
one,TEa,one,RSPv,antero,0
one,TEa,two,RSPv,antero,0
one,TEa,one,RSPv.a,antero,2
one,TEa,two,RSPv.a,antero,0
one,TEa,one,RSPv.b/c,antero,2
one,TEa,two,RSPv.b/c,antero,0
one,TEa,one,RSPd,antero,2
one,TEa,two,RSPd,antero,0
one,TEa,one,RSPagl,retro,4
one,TEa,two,RSPagl,retro,0
one,TEa,one,AIv,antero,0
one,TEa,two,AIv,antero,0
one,TEa,one,AId,antero,0
one,TEa,two,AId,antero,0
one,TEa,one,AIp,antero,2
one,TEa,two,AIp,antero,0
one,TEa,one,GU,antero,0
one,TEa,two,GU,antero,0
one,TEa,one,VISC,antero,3
one,TEa,two,VISC,antero,0
one,TEa,one,ORBv,retro,2
one,TEa,two,ORBv,retro,0
one,TEa,one,ORBvl,retro,0
one,TEa,two,ORBvl,retro,0
one,TEa,one,ORBm,retro,0
one,TEa,two,ORBm,retro,0
one,TEa,one,ORBl,antero,2
one,TEa,two,ORBl,antero,0
one,TEa,one,MOp,antero,3
one,TEa,two,MOp,,0
one,TEa,one,MOs,retro,3
one,TEa,two,MOs,retro,0
one,TEa,one,SSp,antero,2
one,TEa,two,SSp,retro,0
one,TEa,one,SSs,antero,6
one,TEa,two,SSs,retro,0
one,TEa,one,PTLp,antero,4
one,TEa,two,PTLp,retro,0
one,TEa,one,PERI,antero,6
one,TEa,two,PERI,antero,2
one,TEa,one,ECT,antero,7
one,TEa,two,ECT,antero,2
one,TEa,one,TEa,,0
one,TEa,two,TEa,antero,6
one,TEa,one,AUDv,antero,6
one,TEa,two,AUDv,antero,1
one,TEa,one,AUDp,antero,5
one,TEa,two,AUDp,antero,0
one,TEa,one,AUDd,antero,3
one,TEa,two,AUDd,antero,0
one,TEa,one,AUDpo,antero,6
one,TEa,two,AUDpo,antero,0
right,TEa,right,VISrl,retro,3
one,TEa,two,VISrl,antero,0
one,TEa,one,VISal,antero,2
one,TEa,two,VISal,antero,0
one,TEa,one,VISlla,antero,2
one,TEa,two,VISlla,antero,0
one,TEa,one,VISll,antero,2
one,TEa,two,VISll,antero,0
one,TEa,one,VISli,antero,2
one,TEa,two,VISli,antero,0
one,TEa,one,VISlm,antero,1
one,TEa,two,VISlm,antero,0
one,TEa,one,VISpl,antero,2
one,TEa,two,VISpl,antero,0
one,TEa,one,VISp,antero,2
one,TEa,two,VISp,antero,0
one,TEa,one,VISam,antero,2
one,TEa,two,VISam,antero,0
one,TEa,one,VISpm,antero,3
one,TEa,two,VISpm,antero,0
one,TEa,one,NLOT3,antero,0
one,TEa,two,NLOT3,antero,0
one,TEa,one,BMAa,antero,0
one,TEa,two,BMAa,antero,0
one,TEa,one,BMAp,antero,0
one,TEa,two,BMAp,antero,0
one,TEa,one,BLAa,antero,4
one,TEa,two,BLAa,antero,0
one,TEa,one,BLAp,antero,4
one,TEa,two,BLAp,antero,0
one,TEa,one,LA,antero,7
one,TEa,two,LA,antero,3
one,TEa,one,PA,retro,0
one,TEa,two,PA,retro,0
one,TEa,one,EPv,antero,0
one,TEa,two,EPv,antero,0
one,TEa,one,EPd,antero,0
one,TEa,two,EPd,antero,0
one,TEa,one,CLA,retro,2
one,TEa,two,CLA,retro,0
one,TEa,one,6b,antero,6
one,TEa,two,6b,,0
one,AUDv,one,MOB,retro,0
one,AUDv,two,MOB,retro,0
one,AUDv,one,AOB,retro,0
one,AUDv,two,AOB,retro,0
one,AUDv,one,AOA,antero,0
one,AUDv,two,AOA,antero,0
one,AUDv,one,TTv,antero,0
one,AUDv,two,TTv,antero,0
one,AUDv,one,TTd,antero,0
one,AUDv,two,TTd,antero,0
one,AUDv,one,PIR,antero,0
one,AUDv,two,PIR,antero,0
one,AUDv,one,COAa,antero,0
one,AUDv,two,COAa,antero,0
one,AUDv,one,COApm,antero,0
one,AUDv,two,COApm,antero,0
one,AUDv,one,COApl,antero,0
one,AUDv,two,COApl,antero,0
one,AUDv,one,NLOT,antero,0
one,AUDv,two,NLOT,antero,0
one,AUDv,one,PAA,antero,0
one,AUDv,two,PAA,antero,0
left,AUDv,left,TR,retro,0
left,AUDv,right,TR,retro,0
one,AUDv,one,IG,antero,0
one,AUDv,two,IG,antero,0
one,AUDv,one,FC,antero,0
one,AUDv,two,FC,antero,0
one,AUDv,one,DG,antero,0
one,AUDv,two,DG,antero,0
one,AUDv,one,CA3,antero,0
one,AUDv,two,CA3,antero,0
one,AUDv,one,CA2,antero,0
one,AUDv,two,CA2,antero,0
one,AUDv,one,CA1v,antero,0
one,AUDv,two,CA1v,antero,0
one,AUDv,one,CA1d,antero,0
one,AUDv,two,CA1d,antero,0
one,AUDv,one,SUBv,antero,0
one,AUDv,two,SUBv,antero,0
one,AUDv,one,SUBd,antero,0
one,AUDv,two,SUBd,antero,0
one,AUDv,one,PAR,antero,0
one,AUDv,two,PAR,antero,0
one,AUDv,one,PRE,antero,0
one,AUDv,two,PRE,antero,0
one,AUDv,one,POST,antero,0
one,AUDv,two,POST,antero,0
one,AUDv,one,ENTm,retro,1
one,AUDv,two,ENTm,antero,0
one,AUDv,one,ENTl,retro,1
one,AUDv,two,ENTl,antero,0
one,AUDv,one,ILA,retro,0
one,AUDv,two,ILA,retro,0
one,AUDv,one,PL,retro,0
